"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AT1G03325",0,NA,NA,NA,NA,NA
"AT1G03330",376.533733461748,0.538329593477139,0.330997620707248,1.62638508496491,0.103867761701698,0.694226293860097
"AT1G03340",42.7620791059519,-0.734616202582065,0.665156211505959,-1.10442658412352,0.269408134190251,0.902312516584076
"AT1G03350",550.491074324924,-0.118562272912964,0.330516790225413,-0.358717851616872,0.719806172373897,0.995818004740788
"AT1G03360",136.603299425766,0.0420507729760791,0.399980039070129,0.105132178780317,0.916270925808224,0.996150562299559
"AT1G03365",252.043464089665,-0.554909958487993,0.329269498431455,-1.68527592483186,0.0919353484199011,0.658005158192573
"AT1G03370",633.16988915092,0.261224825000969,0.292700573018377,0.89246434438845,0.372144095904778,0.952891093045471
"AT1G03380",950.821322614301,-0.405351997813259,0.310218513373694,-1.30666604454057,0.191326155561847,0.830545249140117
"AT1G03390",0,NA,NA,NA,NA,NA
"AT1G03395",0,NA,NA,NA,NA,NA
"AT1G03400",59.010073212381,-0.489276372212346,0.61250621952208,-0.798810455498907,0.424400327029963,0.966147289094905
"AT1G03410",60.6319564676038,-2.41320569891541,0.578937247970252,-4.16833725481663,3.06829718706938e-05,0.00331863413992028
"AT1G03430",176.033869237294,-0.042473587007756,0.374288766156216,-0.11347812397348,0.909651505581952,0.996150562299559
"AT1G03440",58.8279411173579,-0.441571705010826,0.573856482573912,-0.769481078318135,0.441607773075411,0.969716370355113
"AT1G03445",0.262536722433669,-1.33719063887338,4.97534518814371,-0.268763389937229,0.788111767636057,NA
